song_idx,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
364,6VRSdj6MWeoGe0TIfEbdlg,Pal Joey,Loop-D-Loop #1,Here It Is,7,288613,False,0.806,0.601,6,-13.054,1,0.103,3.88e-05,0.823,0.185,0.776,123.868,4,chicago-house
365,6KE3Fs6LMzi4hJI3eFqyLC,eAeon;RM,Fragile,Don't (feat. RM),66,205386,False,0.63,0.596,4,-7.965,0,0.0328,0.106,0.01,0.0983,0.275,106.935,4,electro
366,0EyPK7qor5t10aO8ddptlB,Los Solitarios,Colección De Oro,Nunca Digas,28,164597,False,0.339,0.632,11,-9.629,0,0.0317,1.47e-05,0.00845,0.457,0.773,93.362,4,rock-n-roll
367,7vMICBgMH80JfGFaGSi8Yp,Dorival Caymmi,Eu Vou Pra Maracangalha,Maracangalha,38,167200,False,0.521,0.593,0,-7.304,1,0.0391,0.521,0.0,0.171,0.915,107.907,4,samba
368,5UBonaClAZVfzxJNn8nnhh,Sleep Miracle,Brown Sleep Noise,Brown Sleep Noise,80,248000,False,0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,4,sleep
369,6OK7OQyyvNPd2XQIHCB1wz,ARMNHMR;Bella Renee,Saving Lives,Saving Lives,46,267676,False,0.405,0.646,0,-4.467,1,0.0307,0.349,9.41e-05,0.339,0.149,141.985,3,dub
370,4yUk1knKtOuUEPT2iy85Xp,Halestorm,Metal,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,grunge
371,30ddpolNHwXlrS5XO8MiiO,Amaral,Pájaros En La Cabeza,"Marta, Sebas, Guille y los demás",60,223186,False,0.598,0.853,2,-4.559,1,0.0506,0.269,0.0,0.112,0.66,102.473,4,spanish
372,6pPWRBubXOBAHnjl5ZIujB,Tina Turner,Foreign Affair,The Best,69,329800,False,0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,4,disco
373,6nasENEj3gSJjRpoZ7PWWm,Glitzer Gischi,Wenn ich mal kein Bier trink,Wenn ich mal kein Bier trink,32,203859,False,0.74,0.925,5,-5.16,1,0.133,0.488,0.0,0.125,0.596,134.079,4,party
374,0gHFDbhx2RFBrhJplPxlcT,Diljit Dosanjh;Diamond Platnumz,Jugni,Jugni,68,193190,False,0.761,0.896,11,-3.668,0,0.215,0.0776,2.7e-06,0.124,0.65,96.957,4,pop
375,0hQUygAdBv0KxxWWuWhMF2,Ian Munsick,Country Road Songs,Long Haul,0,231265,False,0.505,0.627,6,-7.851,1,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,4,country
376,5qEn8c0MBzyRKgQq91Vevi,Fitz and The Tantrums,Out of My League,Out of My League,68,209386,False,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4,rock
377,6BCi9wxAwrCdUqKCDeNTmv,D’MASIV,D’MASIV,Tak Punya Nyali,30,234886,False,0.552,0.678,7,-5.248,1,0.0261,0.0495,5.87e-06,0.554,0.365,110.004,4,malay
378,7xniyiLqMqdrTd0EToNUOW,Andreas Gabalier,Rock n Roll Christmas,It's Christmas Time,0,237463,False,0.711,0.821,6,-5.909,1,0.0341,0.159,0.0,0.243,0.585,128.052,4,party
379,23FJV6SNNCF2K1LveuCmba,Tubeway Army,The Cellar Ancient Entity The Ultimate Fantasy Playlist,Human Sacrifice,0,228760,False,0.653,0.875,5,-8.129,0,0.0871,0.0637,0.01,0.0982,0.377,116.642,4,synth-pop
380,02rlDATSROFtjqmvs1dBKr,Obie Trice;Akon,Second Rounds On Me,Snitch,59,241253,True,0.781,0.807,0,-5.574,1,0.261,0.0524,0.0,0.122,0.605,90.008,4,hardcore
381,2Nmgl5ms85CE90Yu4lm8jL,Weezer,Alternative Christmas 2022,O Holy Night,0,244306,False,0.173,0.609,3,-7.724,1,0.0482,0.359,0.0,0.1,0.0988,197.819,3,rock
382,7uNL2lqhet9A7AB3xpLC4E,burger/ink,[las vegas],Elvism,27,314506,False,0.678,0.412,4,-17.291,0,0.0412,0.746,0.908,0.106,0.231,120.007,4,minimal-techno
383,4CH4s56GHhSQ7p4PcmvC9m,Orbital,The Middle of Nowhere,Otoño,15,348000,False,0.544,0.851,1,-9.221,1,0.0365,4.16e-06,0.756,0.062,0.369,124.993,4,breakbeat
384,5VWC7v2dC2K0SIIjT9WTLN,Pink Floyd,Wish You Were Here,Welcome to the Machine,61,451680,False,0.381,0.358,0,-12.423,1,0.0365,0.524,0.169,0.0747,0.036,133.271,4,psych-rock
385,44a9nS4c72m1vn6bnRUg3B,Nogizaka46,今が思い出になるまで (Complete Edition),ぼっち党,27,188013,False,0.563,0.921,1,-3.742,1,0.0792,0.0761,0.0,0.294,0.319,139.789,4,j-idol
386,44qe0srfdfs6Au5IpDKY3H,Lorne Balfe,Pennyworth: The Origin of Batman's Butler - Season 3 (Soundtrack from the HBO® Max Original Series),Alfred Pennyworth,5,322653,False,0.245,0.404,5,-13.42,0,0.0291,0.0136,0.867,0.369,0.164,89.723,4,british
387,6nOifXpg2iL2WAHkZamsei,MC GP;Mc Kadu;Mc Kanhoto;MC Ryan SP;Caio Passos;DJ Guh Mix,Sem Pressa,Sem pressa,61,306666,False,0.583,0.671,0,-4.036,1,0.374,0.298,0.0,0.173,0.905,77.752,1,funk
388,0IT2exfz39cCkA1Jl8GRiv,For Revenge,Auristella,Fade Away,32,194500,False,0.465,0.919,1,-3.723,1,0.0341,1.52e-05,0.0,0.234,0.68,159.942,4,hardcore
389,6gTMBuupuvkgAgQibruGUj,Andy Grammer,Frühstücksmusik Herbst/Winter 2022/2023,Joy,0,193621,False,0.675,0.793,2,-6.0,1,0.157,0.108,0.0,0.103,0.233,111.907,4,rock
390,2WapKcY8pMF3peBzZKw90S,Pixote,Pixote 20 Anos Sem Moderação,Dilema / Meu Amor / Coisas do Amor (Fã de Carteirinha),47,329176,False,0.269,0.663,2,-11.726,1,0.123,0.314,0.0,0.93,0.497,160.045,4,pagode
391,43ZXaExiD5ExmSpmPK5aQZ,Tiësto;KAROL G,Feeling Good,Don't Be Shy,1,140500,True,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4,dance
392,6p1inbzplbCFx6ooaiKzAs,Tres Demented,20 Fucking Years Of Planet E: We Ain't Dead Yet,Shez Satan,7,295240,False,0.959,0.696,11,-6.739,0,0.201,0.00609,0.0389,0.118,0.366,120.008,4,detroit-techno
393,1h04XMpzGzmAudoI6VHBgA,The Beatles,Magical Mystery Tour (Remastered),Penny Lane - Remastered 2009,63,180893,False,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.49,113.038,4,psych-rock
394,7n84JnxvDiyrIVMvRpZmpe,Bell Marques,Só as Antigas (Ao Vivo),Selva Branca - Ao Vivo,43,259722,False,0.614,0.921,7,-5.697,0,0.0321,0.15,0.019,0.596,0.649,130.022,4,forro
395,5FE7ZCFPAjl2rK5q1qeFpI,Josement,Melody Of My Guy XXII,Blue Sausages - Fabrizio Gigante FloorKiller Remix,0,361850,False,0.623,0.888,0,-8.23,1,0.0463,0.0139,0.907,0.0737,0.112,130.009,4,minimal-techno
396,6aPNSFUv5X13wjZsjJAbYW,Miriam Raye,Sempiternal,Sempiternal,61,128000,False,0.487,0.0708,7,-30.666,1,0.0397,0.99,0.931,0.116,0.49,123.902,4,piano
397,70EFtngIf7REQH2ZfkiVLB,Maximilian Sievert,Slow Down The Night,Slow Down the Night,60,220800,False,0.175,0.0171,0,-32.054,1,0.04,0.975,0.915,0.0998,0.0318,80.512,4,sleep
398,60NXuYborLfMiTPJMcxkM5,ILLENIUM;Nina Sung,Ashes,Only One,47,252000,False,0.367,0.749,9,-4.279,1,0.187,0.135,0.0,0.102,0.286,179.791,4,dub
399,0CL6HS60Odk5kR0DgI0PH4,William Ellwood,Openings,Winter Waltz,20,221373,False,0.383,0.0546,4,-23.512,0,0.187,0.844,0.778,0.101,0.259,96.011,3,new-age
400,5oPurPK2ImFFpTvFFJp3O1,Eikichi Yazawa,E' (50th Anniversary Remastered),逃亡者 - Remastered 2022,27,225360,False,0.716,0.591,9,-9.802,1,0.0317,0.0439,3.02e-05,0.0683,0.833,128.997,4,rockabilly
401,5ybjURnFQEAOEcZrQML3Qw,Giorgia Fumanti,Magnificat,Good Night My Angel,24,252280,False,0.304,0.235,5,-14.051,1,0.0467,0.981,0.0367,0.11,0.0667,83.807,4,opera
402,1hXWYmEbxkgJCJ4J4IsYWK,Hooverphonic,pov: it's 2021,The Wrong Place,0,176506,False,0.491,0.728,5,-4.482,1,0.0428,0.0479,1.38e-06,0.16,0.246,80.239,4,electronic
403,7Iy6r0TWdhMUPfSspCGRKY,Damares,Apocalipse,A Batalha do Arcanjo,46,306173,False,0.645,0.738,1,-3.26,1,0.0336,0.42,0.0,0.285,0.465,141.05,4,gospel
404,3I9tSAQMVzAuX8QQUBG9rP,Ernest Tubb;Loretta Lynn,Singin' Again,Let's Stop Right Where We Are,14,156333,False,0.667,0.433,2,-8.156,1,0.0368,0.711,3.4e-06,0.154,0.629,123.454,4,honky-tonk
405,5m5I3KcV83zf2p2qbsnr3y,Steve Vai,Passion And Warfare,For the Love of God,54,363333,False,0.152,0.842,9,-5.783,0,0.0418,0.00347,0.912,0.115,0.283,95.49,4,metal
406,5I91wj51ykRhpypmmgSc1M,Pickin' On Series,Pickin' on the 90s,No Rain - Bluegrass Rendition of Blind Melon,28,214543,False,0.59,0.525,0,-7.117,1,0.0303,0.693,4.45e-05,0.186,0.51,151.723,4,bluegrass
407,4JVcs7AUaMK1X8aHFpYgNY,Sergey Nikitin,Моей душе покоя нет,Я спросил у ясеня,8,188656,False,0.497,0.085,1,-24.699,0,0.0403,0.958,0.0263,0.111,0.259,109.449,4,romance
408,3ipqRoDbhWaY4whQ5K04ta,Trap Them,Crown Feral,Speak Nigh,12,185811,False,0.247,0.982,10,-4.261,0,0.172,1.36e-06,0.953,0.459,0.17,126.905,4,grindcore
409,595MIU6K8FXFZOWbi06EHe,Moodymann,Silentintroduction,In Loving Memory,16,387400,False,0.707,0.443,11,-12.302,1,0.0439,0.382,0.936,0.345,0.757,117.909,4,detroit-techno
410,2Lpy3EwCxTCDnpSoraugYc,Madeleine Peyroux,Half The Perfect World,Half The Perfect World,36,261453,False,0.611,0.222,5,-14.259,0,0.0287,0.954,0.184,0.119,0.355,109.163,4,jazz
411,1j1jFRnapbAfyF4pmzFNv0,Mariana Nolasco,Turnê Planeta Borboleta - Ao Vivo,Certeza - Ao Vivo,39,191839,False,0.273,0.678,0,-6.427,1,0.0531,0.404,7.04e-06,0.702,0.384,188.337,4,mpb
412,2FH4XizQkifQTG9kPIts3L,Hank Williams,The Complete Hank Williams,(I'm) Going Home,13,85306,False,0.665,0.305,7,-9.927,1,0.0334,0.867,0.46,0.406,0.803,114.533,4,honky-tonk
413,1nQYbtP8RwXxA7DwW6Kn38,Rob Zombie,Twisted Halloween Hits,Living Dead Girl,0,201400,False,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,4,metal
414,5CgkbROq94tTSnXnrfvtGH,ONE OK ROCK,Let Me Let You Go,Let Me Let You Go,59,180211,False,0.533,0.831,5,-3.696,1,0.0609,0.00804,0.0,0.0975,0.741,96.091,4,emo
415,6fWPfWp91MNApspbIyQG8F,Dear Seattle,Don't Let Go,Maybe,33,199760,True,0.536,0.905,7,-4.54,1,0.0412,0.000478,0.00101,0.356,0.453,120.119,4,garage
416,2cslLAeJ6VvsMsWcRibfZL,Eddie Santiago,30 Exitos Insuperables,Te Amo,28,302133,False,0.73,0.792,8,-7.315,1,0.045,0.784,5.63e-05,0.063,0.924,172.689,4,salsa
417,0S79nxCc3Ctvs4Rnz4Ohu7,Vance Joy,Tek It - New Noise,Clarity,0,227240,False,0.552,0.873,0,-6.065,1,0.0464,0.00137,0.000273,0.0966,0.62,125.059,4,folk
418,49DiBZ3GwhSChqKE6XOkzx,Tove Lo;Jax Jones,2 Die 4 (Jax Jones Midnight Snacks Remix),2 Die 4 (Jax Jones Midnight Snacks Remix),62,155989,False,0.702,0.658,10,-7.299,0,0.0655,0.00463,0.0842,0.0611,0.502,125.014,4,synth-pop
419,1b5qdsOkBg9R0S12ng3Ees,Zoe Clark,Zero Feelings,Zero Feelings,62,154759,True,0.743,0.495,0,-6.462,1,0.048,0.0309,0.0,0.252,0.396,102.117,4,singer-songwriter
420,1M8LMTTEajUuw7AN0g4f4i,Megadeth,Halloween Metal Nights,Holy Wars...The Punishment Due - Remastered,2,392600,False,0.327,0.985,11,-3.941,1,0.151,0.00177,0.108,0.351,0.218,125.232,4,hard-rock
421,210H3A3Fyv94vrcU7ezFtF,Lavell Crawford,New Look Same Funny! Extended Edition,Qt Dogs,22,63112,True,0.65,0.823,2,-11.148,1,0.933,0.804,0.0,0.5,0.183,103.473,3,comedy
422,0rbKrBvZUYY9GN9l057BuY,Jeremy Zucker,love is not dying,"always, i'll care",74,146160,False,0.732,0.221,6,-12.623,1,0.056,0.897,2.62e-05,0.11,0.677,105.165,4,electro
423,7hjbOIcQnULsxDoS2CPmdQ,Marshall Masters;The Ultimate MC,Thunderdome Die Hard II (Digital Version),I Like It Loud,56,117433,False,0.648,0.952,6,-4.68,0,0.164,0.185,0.0108,0.807,0.246,150.025,4,techno
424,0EfZBkUyEL0i7t1vfR0qkq,Intence;1mpakt,Banga,Banga,21,144357,False,0.943,0.633,5,-4.856,0,0.244,0.371,0.0,0.186,0.731,99.969,4,j-dance
425,5Yaq6jd93y4nosSfhhS35Q,Zezo,"Seresta, Vol. 14 (Ao Vivo)",O Que Mata É a Solidão - Ao Vivo,41,215093,False,0.867,0.638,0,-3.542,1,0.0462,0.429,0.0,0.0528,0.817,105.005,4,forro
426,6Zx0wRyaeMQaQhVx1agOSS,Pregador Luo;Chorão,Música De Guerra - 1ª Missão,Nada É Impossível,42,270560,False,0.63,0.949,8,-3.754,1,0.123,0.00542,0.0,0.104,0.702,107.007,4,gospel
427,7sn0OyaKn1XKx18JjUZkSw,DJ Snake,Encore,Propaganda,51,249600,False,0.653,0.928,1,-3.937,1,0.0885,0.00213,0.601,0.649,0.239,150.025,4,electronic
428,0Czp2iMZE7bhau6XsHY0Mp,Eduardo Costa,Eduardo Costa - Acustico,Quando o Amor É Pra Valer,44,214250,False,0.719,0.618,5,-3.129,1,0.0299,0.373,0.0,0.114,0.829,127.046,4,sertanejo
429,4p3ZUX6cVNehD8EphzU7iJ,Guga Nandes,Pra Não Desgrudar - Presentinho (Ao Vivo),Presentinho - Ao Vivo No Rio De Janeiro / 2019,54,212530,False,0.626,0.61,2,-7.222,1,0.0322,0.717,0.0,0.952,0.67,144.058,4,pagode
430,3O4NV6VbiTTnmJdhXQAUlr,Allame;Necip Mahfuz,Riziko,İnsan,37,141716,False,0.836,0.638,4,-11.442,0,0.413,0.19,7.71e-05,0.0738,0.589,82.954,4,turkish
431,17PGQK2meDHoEqSHnWmPJ1,When Chai Met Toast,When We Feel Young,Constellation,40,195421,False,0.526,0.701,0,-6.752,1,0.0415,0.399,0.000199,0.0718,0.184,147.185,4,indie-pop
432,7JE16VzmuDrVmRgQZTp9OG,Slank,Tujuh,Bimbim Jangan Menangis,34,381421,False,0.309,0.37,0,-10.991,1,0.032,0.866,0.529,0.111,0.176,128.762,4,blues
433,307Ip1Gl8XSSYoGqaW6TVo,Los Baby's,Antología...Los Baby's,Por qué?,33,183693,False,0.521,0.47,4,-11.747,1,0.0306,0.0293,0.0587,0.315,0.555,115.541,3,rock-n-roll
434,4h8Pmw3RELdsanPjssyJoB,The Chainsmokers,World War Joy,Push My Luck,58,181853,False,0.563,0.645,2,-6.422,1,0.0428,0.293,0.0,0.202,0.523,89.976,4,house
435,3qTNm4Mta37YmEcLeQcdw3,Yuvan Shankar Raja;Roop Kumar Rathod,Vaamanan (Original Motion Picture Soundtrack),Oru Devathai,63,296760,False,0.625,0.492,0,-9.618,0,0.0332,0.163,0.000781,0.111,0.28,120.033,4,k-pop
436,6Thn8AOHIwPCkf2O4ZgfC2,Phosphorescent,Muchacho,Song for Zula,62,370200,False,0.486,0.623,4,-8.264,1,0.0358,0.734,0.536,0.0509,0.525,86.007,4,alternative
437,5J78CiX2NvsgPNsSmo6vVa,Top of the Bus,"Our Children's Favourite Music - Kids Songs, Vol. 1",Zoom Zoom Zoom We're Going to the Moon,7,89777,False,0.648,0.738,11,-5.292,1,0.0565,0.465,0.000277,0.206,0.435,135.026,4,kids
438,0zcoDmDQzvwEagDYEGI1G5,Bulldog,Salvaje,Más y Más,35,237386,False,0.574,0.868,7,-4.357,1,0.0305,0.0729,0.0,0.131,0.67,141.881,4,punk-rock
439,4qto2kJITIHyE086P4WtkU,Yiruma,The Best - Reminiscent 10th Anniversary,Kiss the Rain,56,300413,False,0.557,0.0958,8,-18.457,1,0.0542,0.99,0.872,0.145,0.202,112.819,4,new-age
440,5YfYbZ4bgXC7iBzeVCR8qI,Level 42,Fiesta temática 80s,"Something About You - 7"" Version",0,225733,False,0.689,0.863,6,-5.342,0,0.0319,0.0636,0.00267,0.111,0.89,104.893,4,r-n-b
441,4Daa0z3bdVVgZGsUZ23Vre,Irmão Lázaro,Testemunho e Louvor (Ao Vivo),Passando pela Prova - Ao Vivo,39,200733,False,0.501,0.859,4,-5.981,0,0.314,0.574,0.0,0.799,0.648,90.68,4,gospel
442,6MIlVV5cP65GBl2sWPxGnJ,Giacomo Puccini;Carlo Bergonzi;Renata Tebaldi;Ettore Bastianini;Orchestra dell'Accademia Nazionale di Santa Cecilia;Tullio Serafin,Moonstruck (Original Motion Picture Soundtrack),"La Bohème / Act 1: ""O soave fanciulla""",20,238066,False,0.234,0.184,2,-17.555,0,0.0396,0.974,0.0264,0.105,0.0359,82.112,4,opera
443,3BrWLBC4WYx393yRUOlTih,THE ANXIETY;WILLOW;Tyler Cole,Meet Me At Our Spot (Live),Meet Me At Our Spot - Live,67,147828,True,0.694,0.475,2,-7.035,1,0.0345,0.159,3.9e-06,0.103,0.391,94.987,4,alternative
444,7os9XpTNiXBjyAzLZ5AkNZ,Feid,Esto No Se Le Dedica A Cualquiera,SI TÚ SUPIERAS,6,196373,False,0.673,0.664,4,-5.382,0,0.177,0.376,0.0,0.111,0.586,174.972,4,reggaeton
445,3BnBKNItMng824sLx0pUfy,Linkin Park;Steve Aoki,RECHARGED,A LIGHT THAT NEVER COMES,62,229439,False,0.687,0.871,0,-5.531,1,0.0689,0.00225,0.00708,0.134,0.539,115.0,4,metal
446,2YGwSRjcY4Hjz6fktW9619,Marilyn Manson,Antichrist Superstar,Tourniquet,55,269000,False,0.541,0.854,5,-7.066,0,0.0426,0.00109,0.000199,0.781,0.381,90.066,4,industrial
447,2XLsf6YJWnFwHY6IcPLdmQ,voXXclub;Troglauer,Donnawedda - Volksmusik,Bobfahrer-Lied (feat. Troglauer),26,208666,False,0.596,0.952,9,-3.281,1,0.0645,0.0459,0.0,0.216,0.744,135.107,4,party
448,2MambWcS8EoNCYgPEZqJZi,6t6;Big Smoak,Feel So High,Feel So High,34,164519,False,0.579,0.738,9,-12.826,0,0.469,0.713,0.0,0.17,0.756,101.672,4,dancehall
449,3qpq58IwLwMtsZ667ch7BP,luca.;Walmoods,someone who'll care,someone who'll care,45,164500,False,0.434,0.299,10,-12.924,1,0.0288,0.615,0.00121,0.0682,0.147,109.904,4,chill
450,5vZtw6zhx8bd7Umsv2w35x,Marmalade,Lovin' Things,Reflections Of My Life,57,256560,False,0.393,0.203,7,-15.365,1,0.0266,0.283,0.00212,0.109,0.415,93.798,4,rock-n-roll
451,1tev7OtxGrJ0MlQjEhIGYV,Pritam;Nakash Aziz,Brahmastra (Telugu) [Original Motion Picture Soundtrack],Allari Motha,15,245735,False,0.654,0.934,6,-4.67,1,0.119,0.0428,0.0,0.249,0.656,135.991,4,indian
452,4TYeIlwlJTgNkPaFxUP0PJ,Marshmello;Bastille,Tutti in piscina Canzoni per bambini,Happier,1,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,4,progressive-house
453,7DCQIOmpGV4nkHx7DQckJS,Jesse,&,Bloom Later,66,160306,False,0.513,0.318,0,-10.451,1,0.0314,0.796,0.0,0.177,0.249,81.923,3,alternative
454,7lm18HnvLrVC0mVDIY6Xtq,Robert Rozmus,Ksiezniczka I Zaba,"Ewangelina - z filmu ""Księżniczka i żaba""/Ścieżka dźwiękowa polskiej wersji",25,116013,False,0.337,0.417,3,-8.93,1,0.0457,0.798,3.18e-06,0.098,0.296,96.693,4,disney
455,1o0yFkUycTAWIIWFOlhDcV,A Great Big World,You,You,49,218133,False,0.505,0.31,5,-10.423,1,0.03,0.885,0.00359,0.0996,0.34,82.591,4,acoustic
456,2kpV3d1StkNIChcdWLZHQ5,Tonmoy Krypton;Sannidhya Bhuyan,Xuronjona,Xuronjona,41,299041,False,0.699,0.339,6,-13.51,1,0.0323,0.601,0.368,0.0932,0.439,104.993,4,indian
457,1dg7CYPHrqB6BE0vNk4uMM,S3RL;Chichi,I'll See You Again (feat. Chi Chi),I'll See You Again (feat. Chi Chi),42,224758,False,0.479,0.96,8,-1.545,1,0.0459,0.0123,9.93e-05,0.194,0.38,174.954,4,happy
458,3pJzQIR4VlvxO7sKhlLE9l,Jorge Aragão,Samba Social Clube Vol. 1,O Mar Serenou - Live,36,167230,False,0.461,0.586,5,-11.824,1,0.0705,0.736,0.000703,0.631,0.684,91.57,4,samba
459,1aPqexHVW20OTamBHdWWVL,Timeflies,Just For Fun (Deluxe),Undress Rehearsal,60,214786,False,0.953,0.652,11,-4.159,0,0.0849,0.00456,0.0,0.0287,0.73,122.997,4,indie
460,21PoeUYyBZpwooqgF6OD5I,Kailash Kher,Nuvva Nenaa,Blackberry,34,229269,False,0.592,0.838,7,-4.239,1,0.123,0.112,0.0,0.0276,0.766,79.868,4,folk
461,595jExEL3ags8HE83n3pg9,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",Lugn Musik,37,200962,False,0.544,0.0274,3,-27.576,0,0.0374,0.995,0.917,0.081,0.174,62.102,4,sleep
462,55EvnM7MCxN6cbcrOsH5XG,BBS Paranoicos,Cruces,Sin Salida,36,156181,False,0.478,0.885,6,-3.185,1,0.0546,8.51e-05,5.51e-05,0.137,0.847,155.947,4,punk
463,43cAjpK0yjzXFQu2dp27zd,Fäaschtbänkler,Flamingo + Hoch die Hände Wochenende,Musikfest,29,178400,False,0.774,0.513,8,-6.639,1,0.0355,0.21,1.67e-05,0.216,0.978,133.067,4,party
464,4rk94uEZLJftdhnjp4Hwsx,F.O.O.L,Revenger,Conflict,41,187527,False,0.662,0.809,3,-6.583,1,0.0351,0.0306,0.875,0.115,0.114,112.009,4,club
465,2gSUtqdBM4k39be9FzQjOH,Meshuggah,ObZen,Combustion,48,248933,False,0.457,0.997,1,-4.992,0,0.0634,8.36e-06,0.899,0.138,0.53,110.021,4,death-metal
466,2ZJSwAg4q1EvxdbTwyzkhW,Rudimental;Kareen Lomax,Running Songs,Jumper,0,194793,False,0.727,0.725,10,-4.725,0,0.0382,0.0911,0.00117,0.163,0.825,130.016,4,funk
467,2SRLd3XhmyP2wwQKVRDDy4,JPEGMAFIA,LP!,"SICK, NERVOUS & BROKE!",49,324776,True,0.549,0.687,1,-4.53,1,0.135,0.0722,0.0,0.62,0.0754,97.78,4,industrial
468,1NFeTpNJR8TDP4UzpAix6X,Blind Melon,Hits Pop Rock 90's,No Rain,1,217200,False,0.359,0.573,9,-6.054,1,0.0326,0.665,0.000178,0.136,0.562,73.368,4,grunge
469,2bVyjdLhKmH7O38QBN2Ejh,G.E.M.,啓示錄,不想回家,47,246510,False,0.641,0.607,11,-6.686,1,0.0397,0.397,0.0,0.132,0.255,90.02,4,mandopop
470,4cKQXhrbTBXBspQdrDeAPR,Kyle Edwards;DJ Smallz 732,"We Are Young, Vol. 5 (Jersey Club)",I Dont Want Your Number,15,82378,False,0.92,0.452,8,-9.494,0,0.201,0.193,0.0182,0.0574,0.814,139.999,4,club
471,40xlAc8cl5zYZRgiJ4VDiU,Faith No More,The Real Thing (Deluxe Edition),Falling to Pieces,41,313573,False,0.545,0.919,2,-7.679,1,0.0484,0.00272,0.00511,0.0977,0.387,104.366,4,metal
472,7gsWcwi6Y1hj2WSNxnm12K,Padre Fábio De Melo,Vida,Vida,45,231200,False,0.629,0.305,6,-13.996,0,0.0315,0.778,0.0,0.117,0.263,120.103,4,brazil
473,0syWP6hExPrVVfq8yVL0oa,Priya Sisters,Lalitha Pancharatnam,Lalitha Sahasranama Sthothram,43,1755311,False,0.54,0.438,9,-8.409,1,0.0765,0.815,0.0,0.388,0.777,89.848,1,classical
474,0UkCbvs8IqloZmWZmCce4S,andymori,光,愛してやまない音楽を,32,157066,False,0.439,0.825,0,-4.834,1,0.0571,0.112,0.0,0.274,0.822,103.58,4,j-rock
475,0NsG1b9koK74vTJ2VJUJQU,Gustavo Santaolalla,The Last of Us Part II (Original Soundtrack),The Last of Us Part II,53,172560,False,0.451,0.0457,2,-18.026,0,0.0423,0.904,0.783,0.102,0.128,128.598,3,ambient
476,6bX9jwILC5kcu90r0WiJ4A,Melissa Horn,Jag går nu,De två årstiderna,37,263173,False,0.378,0.197,8,-16.045,1,0.0318,0.949,0.0147,0.205,0.189,147.405,4,swedish
477,0Z99fGWbeZmwNuWhIlpv2o,Kochetkovv,Come Right Here,Come Right Here,60,116924,False,0.77,0.393,2,-9.345,1,0.0651,0.98,0.154,0.145,0.35,115.051,4,chill
478,5EY6yQXMCtX5EbkC0ru0LV,Andrea Bocelli;Édith Piaf,Passione (Remastered),La vie en rose,57,186982,False,0.344,0.404,0,-7.478,1,0.0358,0.829,0.0,0.27,0.441,80.778,4,opera
479,5029vpQu4KlJp0Kqobuc01,DJ Snake;Bipolar Sunshine,Mientras hago aromaterapia,Middle,0,220746,False,0.585,0.73,1,-4.038,0,0.0406,0.0171,0.0,0.0488,0.222,104.824,4,electronic
480,5mqLmisIXbtmHLejbnEQAz,Blanco Palamera,Promesas,Sola Con Mi Voz,48,242016,False,0.779,0.405,0,-9.572,1,0.0847,0.234,0.643,0.0893,0.591,97.008,4,spanish
481,4FvJysAX0y4TfHE9CIprrx,DELLAFUENTE;Rvfv,K alegría,K alegría,70,159215,False,0.777,0.787,10,-5.472,0,0.0964,0.104,0.0161,0.0654,0.88,110.02,4,latino
482,35Rrbt58ADLxyo1lu7xhZu,Himesh Reshammiya;Krishna;Ahir,Aashiq Banaya Aapne,Aap Ki Kashish,58,333653,False,0.69,0.78,8,-7.412,0,0.0489,0.117,0.0,0.0696,0.718,110.963,4,pop-film
483,7nybNVNyE6TdWMcrPsYnZw,Yarn,Yarn,Don't Break My Heart Again,26,214253,False,0.658,0.789,0,-7.53,1,0.0379,0.294,0.000155,0.228,0.565,107.047,4,bluegrass
484,5DgYdvipuyu3YWmo2MDWDu,Gustavo Santaolalla,The Last of Us Part II (Original Soundtrack),Unbound,45,117093,False,0.135,0.0285,9,-24.029,0,0.0415,0.947,0.893,0.1,0.0351,76.033,1,ambient
485,0tQ2VJfLhoRX47OVw8cSfU,Carajo,Atrapasueños,Atrapasueños,33,202893,False,0.418,0.973,10,-3.274,0,0.108,0.00103,0.0,0.12,0.35,151.943,4,heavy-metal
486,1IhURnZpLfkVO7fKxBGL0a,Andien,Gemintang,Gemintang,42,259853,False,0.715,0.446,4,-10.232,1,0.0346,0.333,0.0772,0.113,0.59,145.015,4,jazz
